CONTROL,WEIGHT,TENURE,INCOME,RENT,MORT_AMT,HOME_VAL,MOVE_YEAR,DIVISION,METRO,TOTROOMS,PERPOVLVL,SOURCE,SURVEY_YEAR,IS_OWNER,IS_RENTER,EDU_TIER,YEARS_US,DIV_MEDIAN_RENT,Rp,LATE_PAYMENT_FLAG,EVICTION_THREAT,HOUSING_DISTRESS,E_norm,T_norm,HC_WCI
11040685,2035.2409283,1,167800.0,,,1427916.0,2013.0,9,31080,6,501.0,AHS_2023,2023,1,0,5.0,10.0,1700.0,,,,,1.0,0.3333333333333333,
11040686,402.89421709,2,27000.0,430.0,,,2013.0,9,31080,5,135.0,AHS_2023,2023,0,1,4.0,10.0,1700.0,0.2529411764705882,0.0,0.0,0.0,0.75,0.3333333333333333,0.44542483660130716
11040689,2494.727849,2,13600.0,1400.0,,,2020.0,9,31080,5,75.0,AHS_2023,2023,0,1,3.0,3.0,1700.0,0.8235294117647058,,,,0.5,0.1,0.47450980392156866
11040690,2751.0047331,2,15150.0,2000.0,,,2021.0,9,31080,3,97.0,AHS_2023,2023,0,1,5.0,2.0,1700.0,1.1764705882352942,0.0,0.0,0.0,1.0,0.06666666666666667,0.7477124183006537
11040691,2751.0047331,1,55000.0,,0.0,459379.0,2021.0,9,31080,3,354.0,AHS_2023,2023,1,0,5.0,2.0,1700.0,,0.0,,0.0,1.0,0.06666666666666667,
11040694,2544.8440451,1,145000.0,,4521.0,448679.0,2005.0,9,31080,8,478.0,AHS_2023,2023,1,0,4.0,18.0,1700.0,,0.0,,0.0,0.75,0.6,
11040696,2362.069266,1,181600.0,,,848235.0,2001.0,9,31080,9,501.0,AHS_2023,2023,1,0,4.0,22.0,1700.0,,,,,0.75,0.7333333333333333,
11040697,2035.2409283,2,43300.0,1100.0,,,1999.0,9,31080,3,303.0,AHS_2023,2023,0,1,4.0,24.0,1700.0,0.6470588235294118,,,,0.75,0.8,0.7323529411764707
11040700,3631.1274049,2,96000.0,1500.0,,,2012.0,9,31080,5,255.0,AHS_2023,2023,0,1,1.0,11.0,1700.0,0.8823529411764706,,,,0.0,0.36666666666666664,0.41633986928104577
11040701,2965.7140696,2,80200.0,2000.0,,,2021.0,9,31080,2,501.0,AHS_2023,2023,0,1,5.0,2.0,1700.0,1.1764705882352942,,,,1.0,0.06666666666666667,0.7477124183006537
11040705,2952.3003159,1,149970.0,,,1183519.0,1968.0,9,31080,7,501.0,AHS_2023,2023,1,0,5.0,30.0,1700.0,,,,,1.0,1.0,
11040706,3561.073443,1,112600.0,,1238.0,601282.0,2018.0,9,31080,5,366.0,AHS_2023,2023,1,0,1.0,5.0,1700.0,,0.0,,0.0,0.0,0.16666666666666666,
11040708,3441.9620586,1,200000.0,,2822.0,849088.0,2012.0,9,31080,8,501.0,AHS_2023,2023,1,0,5.0,11.0,1700.0,,,,,1.0,0.36666666666666664,
11040710,2953.5067923,2,171000.0,1400.0,,,2017.0,9,31080,4,501.0,AHS_2023,2023,0,1,3.0,6.0,1700.0,0.8235294117647058,0.0,0.0,0.0,0.5,0.2,0.5078431372549019
11040711,3441.9620586,2,105000.0,1400.0,,,2019.0,9,31080,3,501.0,AHS_2023,2023,0,1,1.0,4.0,1700.0,0.8235294117647058,,,,0.0,0.13333333333333333,0.31895424836601305
11040712,3068.3445758,2,13200.0,430.0,,,2022.0,9,31080,1,85.0,AHS_2023,2023,0,1,2.0,1.0,1700.0,0.2529411764705882,,,,0.25,0.03333333333333333,0.17875816993464053
11040714,1757.9825763,1,32650.0,,,255481.0,1999.0,9,31080,7,228.0,AHS_2023,2023,1,0,5.0,24.0,1700.0,,,,,1.0,0.8,
11040715,2352.3284877,1,127000.0,,1794.0,534131.0,2018.0,9,31080,5,501.0,AHS_2023,2023,1,0,5.0,5.0,1700.0,,0.0,,0.0,1.0,0.16666666666666666,
11040716,2494.727849,1,24280.0,,,909438.0,2013.0,9,31080,7,170.0,AHS_2023,2023,1,0,4.0,10.0,1700.0,,,,,0.75,0.3333333333333333,
11040718,3228.5607609,1,138000.0,,1734.0,769712.0,2016.0,9,31080,5,501.0,AHS_2023,2023,1,0,5.0,7.0,1700.0,,,,,1.0,0.23333333333333334,
11040719,2765.5341351,2,190600.0,2100.0,,,2021.0,9,31080,4,501.0,AHS_2023,2023,0,1,5.0,2.0,1700.0,1.2352941176470589,0.0,0.0,0.0,1.0,0.06666666666666667,0.7673202614379085
